    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
     913           913     0.5198   1.000E+00   0.1018   0.0153   8.192E-16   7.83183777E-02   2.71683502E-03
     914           914     0.5199   1.000E+00   0.1019   0.0153   9.038E-16   7.83187080E-02   2.71686742E-03
     915           915     0.5185   1.000E+00   0.1019   0.0153   1.051E-15   7.83190384E-02   2.71689982E-03
     916           916     0.5199   1.000E+00   0.1019   0.0153   7.682E-16   7.83193689E-02   2.71693222E-03
     917           917     0.5218   1.000E+00   0.1019   0.0153   8.484E-16   7.83196993E-02   2.71696462E-03
     918           918     0.5174   1.000E+00   0.1019   0.0153   8.514E-16   7.83200298E-02   2.71699703E-03
     919           919     0.5233   1.000E+00   0.1019   0.0153   8.954E-16   7.83203603E-02   2.71702943E-03
     920           920     0.5423   1.000E+00   0.1019   0.0153   8.752E-16   7.83206909E-02   2.71706183E-03
     921           921     0.5348   1.000E+00   0.1019   0.0153   9.192E-16   7.83210215E-02   2.71709424E-03
     922           922     0.5195   1.000E+00   0.1019   0.0153   8.481E-16   7.83213521E-02   2.71712664E-03
     923           923     0.5250   1.000E+00   0.1019   0.0153   9.236E-16   7.83216827E-02   2.71715905E-03
     924           924     0.5180   1.000E+00   0.1019   0.0153   8.768E-16   7.83220134E-02   2.71719145E-03
     925           925     0.5169   1.000E+00   0.1018   0.0154   9.373E-16   7.83223441E-02   2.71722385E-03
     926           926     0.5174   1.000E+00   0.1018   0.0154   8.600E-16   7.83226749E-02   2.71725626E-03
     927           927     0.5169   1.000E+00   0.1018   0.0154   7.672E-16   7.83230057E-02   2.71728866E-03
     928           928     0.5156   1.000E+00   0.1018   0.0154   8.847E-16   7.83233365E-02   2.71732106E-03
     929           929     0.5238   1.000E+00   0.1019   0.0154   9.313E-16   7.83236674E-02   2.71735346E-03
     930           930     0.5657   1.000E+00   0.1019   0.0154   9.635E-16   7.83239983E-02   2.71738585E-03
     931           931     0.5183   1.000E+00   0.1019   0.0154   8.298E-16   7.83243292E-02   2.71741825E-03
     932           932     0.5179   1.000E+00   0.1020   0.0154   7.621E-16   7.83246601E-02   2.71745064E-03
     933           933     0.5173   1.000E+00   0.1020   0.0154   9.064E-16   7.83249911E-02   2.71748303E-03
     934           934     0.5174   1.000E+00   0.1020   0.0154   8.233E-16   7.83253221E-02   2.71751542E-03
     935           935     0.5180   1.000E+00   0.1020   0.0154   8.313E-16   7.83256531E-02   2.71754781E-03
     936           936     0.5162   1.000E+00   0.1020   0.0154   7.885E-16   7.83259842E-02   2.71758020E-03
     937           937     0.5177   1.000E+00   0.1020   0.0154   9.273E-16   7.83263153E-02   2.71761258E-03
     938           938     0.5189   1.000E+00   0.1020   0.0154   8.761E-16   7.83266465E-02   2.71764497E-03
     939           939     0.5231   1.000E+00   0.1020   0.0154   9.431E-16   7.83269777E-02   2.71767735E-03
     940           940     0.5636   1.000E+00   0.1020   0.0154   9.742E-16   7.83273089E-02   2.71770973E-03
     941           941     0.5164   1.000E+00   0.1021   0.0154   8.294E-16   7.83276401E-02   2.71774212E-03
     942           942     0.5177   1.000E+00   0.1021   0.0154   8.053E-16   7.83279713E-02   2.71777450E-03
     943           943     0.5190   1.000E+00   0.1021   0.0154   9.428E-16   7.83283026E-02   2.71780688E-03
     944           944     0.5166   1.000E+00   0.1021   0.0154   1.072E-15   7.83286340E-02   2.71783926E-03
     945           945     0.5159   1.000E+00   0.1021   0.0154   8.499E-16   7.83289653E-02   2.71787164E-03
     946           946     0.5176   1.000E+00   0.1021   0.0154   9.249E-16   7.83292967E-02   2.71790402E-03
     947           947     0.5182   1.000E+00   0.1020   0.0154   9.644E-16   7.83296282E-02   2.71793640E-03
     948           948     0.5236   1.000E+00   0.1020   0.0154   9.336E-16   7.83299596E-02   2.71796878E-03
     949           949     0.5580   1.000E+00   0.1020   0.0154   7.521E-16   7.83302911E-02   2.71800117E-03
     950           950     0.5228   1.000E+00   0.1020   0.0154   8.979E-16   7.83306226E-02   2.71803355E-03
     951           951     0.5264   1.000E+00   0.1020   0.0154   8.172E-16   7.83309542E-02   2.71806594E-03
     952           952     0.5187   1.000E+00   0.1021   0.0154   7.846E-16   7.83312858E-02   2.71809833E-03
     953           953     0.5229   1.000E+00   0.1021   0.0154   7.644E-16   7.83316174E-02   2.71813072E-03
     954           954     0.5275   1.000E+00   0.1021   0.0154   8.813E-16   7.83319490E-02   2.71816311E-03
     955           955     0.5445   1.000E+00   0.1021   0.0154   7.739E-16   7.83322807E-02   2.71819550E-03
     956           956     0.5187   1.000E+00   0.1021   0.0154   9.343E-16   7.83326124E-02   2.71822790E-03
     957           957     0.5167   1.000E+00   0.1020   0.0154   7.287E-16   7.83329441E-02   2.71826030E-03
     958           958     0.5182   1.000E+00   0.1020   0.0154   8.447E-16   7.83332759E-02   2.71829271E-03
     959           959     0.5640   1.000E+00   0.1020   0.0154   7.778E-16   7.83336077E-02   2.71832512E-03
     960           960     0.5266   1.000E+00   0.1019   0.0154   1.036E-15   7.83339396E-02   2.71835753E-03
     961           961     0.5244   1.000E+00   0.1019   0.0154   1.036E-15   7.83342714E-02   2.71838995E-03
     962           962     0.5215   1.000E+00   0.1018   0.0154   7.924E-16   7.83346033E-02   2.71842237E-03
     963           963     0.5288   1.000E+00   0.1018   0.0154   7.764E-16   7.83349352E-02   2.71845479E-03
     964           964     0.5230   1.000E+00   0.1017   0.0154   8.212E-16   7.83352671E-02   2.71848721E-03
     965           965     0.5174   1.000E+00   0.1017   0.0154   8.052E-16   7.83355991E-02   2.71851964E-03
     966           966     0.5187   1.000E+00   0.1017   0.0154   7.997E-16   7.83359311E-02   2.71855208E-03
     967           967     0.5282   1.000E+00   0.1017   0.0154   8.490E-16   7.83362632E-02   2.71858451E-03
     968           968     0.5654   1.000E+00   0.1017   0.0154   9.754E-16   7.83365953E-02   2.71861695E-03
     969           969     0.5223   1.000E+00   0.1017   0.0154   9.100E-16   7.83369274E-02   2.71864940E-03
     970           970     0.5267   1.000E+00   0.1016   0.0154   8.520E-16   7.83372595E-02   2.71868185E-03
     971           971     0.5181   1.000E+00   0.1016   0.0154   8.882E-16   7.83375917E-02   2.71871430E-03
     972           972     0.5197   1.000E+00   0.1015   0.0154   8.655E-16   7.83379239E-02   2.71874675E-03
     973           973     0.5175   1.000E+00   0.1015   0.0154   8.970E-16   7.83382561E-02   2.71877921E-03
     974           974     0.5208   1.000E+00   0.1015   0.0154   9.209E-16   7.83385884E-02   2.71881167E-03
     975           975     0.5214   1.000E+00   0.1015   0.0154   9.538E-16   7.83389206E-02   2.71884413E-03
     976           976     0.5185   1.000E+00   0.1015   0.0154   8.062E-16   7.83392529E-02   2.71887659E-03
     977           977     0.5187   1.000E+00   0.1015   0.0154   9.204E-16   7.83395853E-02   2.71890906E-03
     978           978     0.5706   1.000E+00   0.1015   0.0154   8.425E-16   7.83399176E-02   2.71894153E-03
     979           979     0.5378   1.000E+00   0.1015   0.0154   8.303E-16   7.83402501E-02   2.71897401E-03
     980           980     0.5186   1.000E+00   0.1015   0.0154   1.004E-15   7.83405826E-02   2.71900648E-03
     981           981     0.5235   1.000E+00   0.1015   0.0154   8.255E-16   7.83409151E-02   2.71903896E-03
     982           982     0.5200   1.000E+00   0.1015   0.0154   8.544E-16   7.83412476E-02   2.71907145E-03
     983           983     0.5201   1.000E+00   0.1015   0.0154   9.434E-16   7.83415801E-02   2.71910393E-03
     984           984     0.5176   1.000E+00   0.1016   0.0154   1.044E-15   7.83419127E-02   2.71913642E-03
     985           985     0.5166   1.000E+00   0.1016   0.0154   8.980E-16   7.83422453E-02   2.71916891E-03
     986           986     0.5183   1.000E+00   0.1016   0.0154   8.594E-16   7.83425779E-02   2.71920141E-03
     987           987     0.5565   1.000E+00   0.1016   0.0154   8.131E-16   7.83429105E-02   2.71923390E-03
     988           988     0.5175   1.000E+00   0.1016   0.0154   7.291E-16   7.83432431E-02   2.71926640E-03
     989           989     0.5171   1.000E+00   0.1016   0.0154   9.287E-16   7.83435759E-02   2.71929891E-03
     990           990     0.5190   1.000E+00   0.1016   0.0154   8.912E-16   7.83439087E-02   2.71933141E-03
     991           991     0.5155   1.000E+00   0.1016   0.0154   8.314E-16   7.83442415E-02   2.71936392E-03
     992           992     0.5238   1.000E+00   0.1017   0.0154   9.900E-16   7.83445743E-02   2.71939644E-03
     993           993     0.5345   1.000E+00   0.1017   0.0154   9.573E-16   7.83449072E-02   2.71942895E-03
     994           994     0.5199   1.000E+00   0.1017   0.0154   7.793E-16   7.83452401E-02   2.71946147E-03
     995           995     0.5282   1.000E+00   0.1017   0.0154   9.171E-16   7.83455730E-02   2.71949399E-03
     996           996     0.5304   1.000E+00   0.1017   0.0154   8.026E-16   7.83459059E-02   2.71952652E-03
     997           997     0.5689   1.000E+00   0.1017   0.0154   9.173E-16   7.83462388E-02   2.71955905E-03
     998           998     0.5211   1.000E+00   0.1017   0.0154   8.507E-16   7.83465718E-02   2.71959158E-03
     999           999     0.5295   1.000E+00   0.1017   0.0154   7.540E-16   7.83469047E-02   2.71962411E-03
    1000          1000     0.5303   1.000E+00   0.1017   0.0154   9.825E-16   7.83472378E-02   2.71965664E-03
    1001          1001     0.5187   1.000E+00   0.1017   0.0154   8.563E-16   7.83475709E-02   2.71968918E-03
    1002          1002     0.5192   1.000E+00   0.1017   0.0154   9.289E-16   7.83479041E-02   2.71972172E-03
    1003          1003     0.5177   1.000E+00   0.1018   0.0154   7.677E-16   7.83482373E-02   2.71975427E-03
    1004          1004     0.5185   1.000E+00   0.1018   0.0154   9.495E-16   7.83485705E-02   2.71978682E-03
    1005          1005     0.5216   1.000E+00   0.1018   0.0154   8.918E-16   7.83489037E-02   2.71981937E-03
    1006          1006     0.5694   1.000E+00   0.1018   0.0154   8.524E-16   7.83492370E-02   2.71985192E-03
    1007          1007     0.5195   1.000E+00   0.1018   0.0154   9.112E-16   7.83495702E-02   2.71988447E-03
    1008          1008     0.5184   1.000E+00   0.1017   0.0154   8.718E-16   7.83499035E-02   2.71991703E-03
    1009          1009     0.5230   1.000E+00   0.1017   0.0154   8.395E-16   7.83502368E-02   2.71994958E-03
    1010          1010     0.5181   1.000E+00   0.1017   0.0154   9.424E-16   7.83505701E-02   2.71998214E-03
    1011          1011     0.5295   1.000E+00   0.1017   0.0154   8.837E-16   7.83509034E-02   2.72001469E-03
    1012          1012     0.5235   1.000E+00   0.1016   0.0154   8.339E-16   7.83512369E-02   2.72004725E-03
    1013          1013     0.5198   1.000E+00   0.1017   0.0154   8.882E-16   7.83515704E-02   2.72007981E-03
    1014          1014     0.5204   1.000E+00   0.1017   0.0154   8.584E-16   7.83519039E-02   2.72011238E-03
    1015          1015     0.5192   1.000E+00   0.1017   0.0154   8.313E-16   7.83522375E-02   2.72014494E-03
    1016          1016     0.5650   1.000E+00   0.1017   0.0154   8.986E-16   7.83525711E-02   2.72017751E-03
    1017          1017     0.5192   1.000E+00   0.1017   0.0154   8.507E-16   7.83529046E-02   2.72021007E-03
    1018          1018     0.5258   1.000E+00   0.1017   0.0154   1.201E-15   7.83532382E-02   2.72024263E-03
    1019          1019     0.5238   1.000E+00   0.1017   0.0154   7.513E-16   7.83535719E-02   2.72027520E-03
    1020          1020     0.5217   1.000E+00   0.1017   0.0154   9.111E-16   7.83539055E-02   2.72030776E-03
    1021          1021     0.5194   1.000E+00   0.1017   0.0154   7.989E-16   7.83542391E-02   2.72034032E-03
    1022          1022     0.5203   1.000E+00   0.1017   0.0154   8.960E-16   7.83545728E-02   2.72037288E-03
    1023          1023     0.5200   1.000E+00   0.1017   0.0154   8.777E-16   7.83549065E-02   2.72040544E-03
    1024          1024     0.5224   1.000E+00   0.1017   0.0154   9.043E-16   7.83552404E-02   2.72043800E-03
    1025          1025     0.5594   1.000E+00   0.1017   0.0154   8.670E-16   7.83555742E-02   2.72047056E-03
    1026          1026     0.5188   1.000E+00   0.1017   0.0154   9.705E-16   7.83559081E-02   2.72050313E-03
    1027          1027     0.5174   1.000E+00   0.1017   0.0154   8.185E-16   7.83562421E-02   2.72053569E-03
    1028          1028     0.5247   1.000E+00   0.1017   0.0154   9.262E-16   7.83565760E-02   2.72056825E-03
    1029          1029     0.5181   1.000E+00   0.1017   0.0154   9.131E-16   7.83569099E-02   2.72060081E-03
    1030          1030     0.5271   1.000E+00   0.1017   0.0154   9.192E-16   7.83572439E-02   2.72063338E-03
    1031          1031     0.5219   1.000E+00   0.1017   0.0154   8.076E-16   7.83575778E-02   2.72066594E-03
    1032          1032     0.5197   1.000E+00   0.1017   0.0154   8.465E-16   7.83579118E-02   2.72069850E-03
    1033          1033     0.5297   1.000E+00   0.1017   0.0154   8.590E-16   7.83582458E-02   2.72073106E-03
    1034          1034     0.5195   1.000E+00   0.1017   0.0154   1.024E-15   7.83585798E-02   2.72076363E-03
    1035          1035     0.5645   1.000E+00   0.1017   0.0154   7.754E-16   7.83589140E-02   2.72079620E-03
    1036          1036     0.5200   1.000E+00   0.1016   0.0154   8.484E-16   7.83592482E-02   2.72082877E-03
    1037          1037     0.5188   1.000E+00   0.1016   0.0154   9.223E-16   7.83595824E-02   2.72086134E-03
    1038          1038     0.5216   1.000E+00   0.1016   0.0154   8.327E-16   7.83599167E-02   2.72089392E-03
    1039          1039     0.5305   1.000E+00   0.1016   0.0154   9.454E-16   7.83602510E-02   2.72092649E-03
    1040          1040     0.5196   1.000E+00   0.1016   0.0154   8.437E-16   7.83605852E-02   2.72095907E-03
    1041          1041     0.5211   1.000E+00   0.1016   0.0154   8.313E-16   7.83609195E-02   2.72099165E-03
    1042          1042     0.5259   1.000E+00   0.1016   0.0154   8.134E-16   7.83612538E-02   2.72102424E-03
    1043          1043     0.5248   1.000E+00   0.1016   0.0154   9.735E-16   7.83615881E-02   2.72105682E-03
    1044          1044     0.5626   1.000E+00   0.1016   0.0154   7.012E-16   7.83619224E-02   2.72108941E-03
    1045          1045     0.5191   1.000E+00   0.1016   0.0154   9.035E-16   7.83622568E-02   2.72112201E-03
    1046          1046     0.5192   1.000E+00   0.1016   0.0154   7.242E-16   7.83625912E-02   2.72115461E-03
    1047          1047     0.5306   1.000E+00   0.1016   0.0154   9.424E-16   7.83629257E-02   2.72118721E-03
    1048          1048     0.5189   1.000E+00   0.1016   0.0154   9.689E-16   7.83632603E-02   2.72121983E-03
    1049          1049     0.5238   1.000E+00   0.1016   0.0154   9.401E-16   7.83635949E-02   2.72125244E-03
    1050          1050     0.5177   1.000E+00   0.1016   0.0154   8.169E-16   7.83639295E-02   2.72128506E-03
    1051          1051     0.5250   1.000E+00   0.1015   0.0154   1.095E-15   7.83642641E-02   2.72131769E-03
    1052          1052     0.5294   1.000E+00   0.1015   0.0154   1.054E-15   7.83645987E-02   2.72135032E-03
    1053          1053     0.5228   1.000E+00   0.1015   0.0154   9.901E-16   7.83649333E-02   2.72138295E-03
    1054          1054     0.5646   1.000E+00   0.1016   0.0154   9.224E-16   7.83652680E-02   2.72141559E-03
    1055          1055     0.5190   1.000E+00   0.1016   0.0154   8.187E-16   7.83656026E-02   2.72144824E-03
    1056          1056     0.5213   1.000E+00   0.1017   0.0154   7.847E-16   7.83659373E-02   2.72148088E-03
    1057          1057     0.5185   1.000E+00   0.1017   0.0154   9.777E-16   7.83662721E-02   2.72151354E-03
    1058          1058     0.5188   1.000E+00   0.1017   0.0154   1.143E-15   7.83666069E-02   2.72154620E-03
    1059          1059     0.5185   1.000E+00   0.1017   0.0154   9.550E-16   7.83669418E-02   2.72157887E-03
    1060          1060     0.5185   1.000E+00   0.1018   0.0154   9.545E-16   7.83672767E-02   2.72161154E-03
    1061          1061     0.5196   1.000E+00   0.1018   0.0154   8.288E-16   7.83676117E-02   2.72164421E-03
    1062          1062     0.5192   1.000E+00   0.1018   0.0154   9.323E-16   7.83679466E-02   2.72167689E-03
    1063          1063     0.5652   1.000E+00   0.1018   0.0154   8.561E-16   7.83682816E-02   2.72170957E-03
    1064          1064     0.5200   1.000E+00   0.1018   0.0154   7.633E-16   7.83686165E-02   2.72174226E-03
    1065          1065     0.5199   1.000E+00   0.1018   0.0154   8.944E-16   7.83689515E-02   2.72177494E-03
    1066          1066     0.5213   1.000E+00   0.1018   0.0154   8.493E-16   7.83692864E-02   2.72180763E-03
    1067          1067     0.5242   1.000E+00   0.1019   0.0154   9.039E-16   7.83696214E-02   2.72184032E-03
    1068          1068     0.5250   1.000E+00   0.1019   0.0154   8.198E-16   7.83699565E-02   2.72187302E-03
    1069          1069     0.5256   1.000E+00   0.1019   0.0154   9.006E-16   7.83702916E-02   2.72190572E-03
    1070          1070     0.5275   1.000E+00   0.1019   0.0154   8.775E-16   7.83706268E-02   2.72193842E-03
    1071          1071     0.5251   1.000E+00   0.1019   0.0154   9.007E-16   7.83709621E-02   2.72197113E-03
    1072          1072     0.5211   1.000E+00   0.1019   0.0154   8.671E-16   7.83712974E-02   2.72200384E-03
    1073          1073     0.5667   1.000E+00   0.1019   0.0154   8.946E-16   7.83716327E-02   2.72203655E-03
    1074          1074     0.5244   1.000E+00   0.1019   0.0154   9.493E-16   7.83719680E-02   2.72206926E-03
    1075          1075     0.5234   1.000E+00   0.1019   0.0154   8.484E-16   7.83723032E-02   2.72210197E-03
    1076          1076     0.5195   1.000E+00   0.1019   0.0154   1.002E-15   7.83726385E-02   2.72213468E-03
    1077          1077     0.5179   1.000E+00   0.1019   0.0154   8.512E-16   7.83729738E-02   2.72216739E-03
    1078          1078     0.5183   1.000E+00   0.1019   0.0154   8.021E-16   7.83733091E-02   2.72220010E-03
    1079          1079     0.5182   1.000E+00   0.1020   0.0154   8.044E-16   7.83736445E-02   2.72223281E-03
    1080          1080     0.5189   1.000E+00   0.1020   0.0154   8.270E-16   7.83739799E-02   2.72226553E-03
    1081          1081     0.5200   1.000E+00   0.1020   0.0154   7.895E-16   7.83743154E-02   2.72229825E-03
    1082          1082     0.5596   1.000E+00   0.1020   0.0154   8.796E-16   7.83746510E-02   2.72233097E-03
    1083          1083     0.5194   1.000E+00   0.1020   0.0154   1.040E-15   7.83749866E-02   2.72236369E-03
    1084          1084     0.5194   1.000E+00   0.1020   0.0154   9.687E-16   7.83753222E-02   2.72239641E-03
    1085          1085     0.5181   1.000E+00   0.1019   0.0154   8.150E-16   7.83756579E-02   2.72242913E-03
    1086          1086     0.5240   1.000E+00   0.1019   0.0154   7.621E-16   7.83759935E-02   2.72246185E-03
    1087          1087     0.5253   1.000E+00   0.1019   0.0154   8.113E-16   7.83763291E-02   2.72249457E-03
    1088          1088     0.5227   1.000E+00   0.1019   0.0154   8.091E-16   7.83766647E-02   2.72252729E-03
    1089          1089     0.5240   1.000E+00   0.1019   0.0154   7.894E-16   7.83770004E-02   2.72256001E-03
    1090          1090     0.5193   1.000E+00   0.1019   0.0154   8.874E-16   7.83773360E-02   2.72259274E-03
    1091          1091     0.5190   1.000E+00   0.1019   0.0154   8.923E-16   7.83776718E-02   2.72262547E-03
    1092          1092     0.5641   1.000E+00   0.1019   0.0154   8.815E-16   7.83780076E-02   2.72265820E-03
    1093          1093     0.5204   1.000E+00   0.1019   0.0154   9.494E-16   7.83783435E-02   2.72269093E-03
    1094          1094     0.5188   1.000E+00   0.1019   0.0154   9.325E-16   7.83786794E-02   2.72272367E-03
    1095          1095     0.5200   1.000E+00   0.1019   0.0154   8.174E-16   7.83790154E-02   2.72275641E-03
    1096          1096     0.5205   1.000E+00   0.1019   0.0154   7.862E-16   7.83793513E-02   2.72278915E-03
    1097          1097     0.5159   1.000E+00   0.1019   0.0154   8.674E-16   7.83796873E-02   2.72282189E-03
    1098          1098     0.5241   1.000E+00   0.1019   0.0154   9.214E-16   7.83800233E-02   2.72285463E-03
    1099          1099     0.5244   1.000E+00   0.1019   0.0154   9.052E-16   7.83803592E-02   2.72288737E-03
    1100          1100     0.5176   1.000E+00   0.1019   0.0154   8.211E-16   7.83806951E-02   2.72292011E-03
    1101          1101     0.5627   1.000E+00   0.1019   0.0154   9.323E-16   7.83810311E-02   2.72295285E-03
    1102          1102     0.5210   1.000E+00   0.1019   0.0154   1.039E-15   7.83813672E-02   2.72298560E-03
    1103          1103     0.5198   1.000E+00   0.1019   0.0154   8.628E-16   7.83817033E-02   2.72301836E-03
    1104          1104     0.5220   1.000E+00   0.1019   0.0154   9.372E-16   7.83820395E-02   2.72305111E-03
    1105          1105     0.5234   1.000E+00   0.1019   0.0154   8.735E-16   7.83823757E-02   2.72308387E-03
    1106          1106     0.5206   1.000E+00   0.1019   0.0154   9.373E-16   7.83827120E-02   2.72311664E-03
    1107          1107     0.5236   1.000E+00   0.1019   0.0154   7.885E-16   7.83830483E-02   2.72314940E-03
    1108          1108     0.5158   1.000E+00   0.1019   0.0154   8.718E-16   7.83833846E-02   2.72318217E-03
    1109          1109     0.5201   1.000E+00   0.1019   0.0154   8.081E-16   7.83837209E-02   2.72321493E-03
    1110          1110     0.5182   1.000E+00   0.1019   0.0154   8.591E-16   7.83840572E-02   2.72324770E-03
    1111          1111     0.5694   1.000E+00   0.1019   0.0154   8.733E-16   7.83843934E-02   2.72328047E-03
    1112          1112     0.5177   1.000E+00   0.1019   0.0154   8.359E-16   7.83847297E-02   2.72331324E-03
    1113          1113     0.5187   1.000E+00   0.1019   0.0154   9.560E-16   7.83850660E-02   2.72334602E-03
    1114          1114     0.5185   1.000E+00   0.1019   0.0154   9.583E-16   7.83854024E-02   2.72337880E-03
    1115          1115     0.5184   1.000E+00   0.1018   0.0154   8.135E-16   7.83857389E-02   2.72341158E-03
    1116          1116     0.5255   1.000E+00   0.1018   0.0154   8.104E-16   7.83860754E-02   2.72344437E-03
    1117          1117     0.5247   1.000E+00   0.1019   0.0154   1.078E-15   7.83864120E-02   2.72347716E-03
    1118          1118     0.5265   1.000E+00   0.1019   0.0154   7.963E-16   7.83867487E-02   2.72350995E-03
    1119          1119     0.5363   1.000E+00   0.1019   0.0154   1.011E-15   7.83870853E-02   2.72354275E-03
    1120          1120     0.5586   1.000E+00   0.1019   0.0154   9.208E-16   7.83874219E-02   2.72357554E-03
    1121          1121     0.5273   1.000E+00   0.1019   0.0154   7.346E-16   7.83877585E-02   2.72360833E-03
    1122          1122     0.5199   1.000E+00   0.1019   0.0154   1.062E-15   7.83880951E-02   2.72364112E-03
    1123          1123     0.5329   1.000E+00   0.1019   0.0154   8.538E-16   7.83884317E-02   2.72367391E-03
    1124          1124     0.5172   1.000E+00   0.1019   0.0154   8.737E-16   7.83887683E-02   2.72370671E-03
    1125          1125     0.5183   1.000E+00   0.1019   0.0154   9.425E-16   7.83891050E-02   2.72373951E-03
    1126          1126     0.5190   1.000E+00   0.1019   0.0154   9.510E-16   7.83894417E-02   2.72377231E-03
    1127          1127     0.5165   1.000E+00   0.1018   0.0154   8.768E-16   7.83897785E-02   2.72380512E-03
    1128          1128     0.5166   1.000E+00   0.1018   0.0154   9.311E-16   7.83901154E-02   2.72383793E-03
    1129          1129     0.5247   1.000E+00   0.1018   0.0155   9.182E-16   7.83904523E-02   2.72387074E-03
    1130          1130     0.5672   1.000E+00   0.1019   0.0155   9.146E-16   7.83907893E-02   2.72390355E-03
    1131          1131     0.5272   1.000E+00   0.1019   0.0155   8.641E-16   7.83911262E-02   2.72393636E-03
    1132          1132     0.5201   1.000E+00   0.1019   0.0155   9.246E-16   7.83914631E-02   2.72396917E-03
    1133          1133     0.5207   1.000E+00   0.1019   0.0155   7.931E-16   7.83918000E-02   2.72400197E-03
    1134          1134     0.5185   1.000E+00   0.1019   0.0155   9.258E-16   7.83921369E-02   2.72403478E-03
    1135          1135     0.5187   1.000E+00   0.1019   0.0155   7.541E-16   7.83924738E-02   2.72406759E-03
    1136          1136     0.5200   1.000E+00   0.1019   0.0155   8.599E-16   7.83928107E-02   2.72410040E-03
    1137          1137     0.5255   1.000E+00   0.1019   0.0155   8.038E-16   7.83931477E-02   2.72413321E-03
    1138          1138     0.5260   1.000E+00   0.1018   0.0155   1.142E-15   7.83934848E-02   2.72416603E-03
    1139          1139     0.5239   1.000E+00   0.1018   0.0155   9.242E-16   7.83938219E-02   2.72419885E-03
    1140          1140     0.5889   1.000E+00   0.1018   0.0155   8.336E-16   7.83941592E-02   2.72423167E-03
    1141          1141     0.5182   1.000E+00   0.1018   0.0155   8.735E-16   7.83944964E-02   2.72426450E-03
    1142          1142     0.5188   1.000E+00   0.1018   0.0155   9.303E-16   7.83948336E-02   2.72429732E-03
    1143          1143     0.5188   1.000E+00   0.1018   0.0155   9.257E-16   7.83951708E-02   2.72433014E-03
    1144          1144     0.5170   1.000E+00   0.1018   0.0155   8.825E-16   7.83955080E-02   2.72436296E-03
    1145          1145     0.5178   1.000E+00   0.1018   0.0155   9.244E-16   7.83958451E-02   2.72439578E-03
    1146          1146     0.5245   1.000E+00   0.1018   0.0155   7.879E-16   7.83961823E-02   2.72442860E-03
    1147          1147     0.5227   1.000E+00   0.1019   0.0155   8.319E-16   7.83965195E-02   2.72446142E-03
    1148          1148     0.5215   1.000E+00   0.1019   0.0155   8.600E-16   7.83968568E-02   2.72449425E-03
    1149          1149     0.5195   1.000E+00   0.1019   0.0155   1.071E-15   7.83971941E-02   2.72452708E-03
    1150          1150     0.5192   1.000E+00   0.1019   0.0155   9.211E-16   7.83975315E-02   2.72455991E-03
    1151          1151     0.5186   1.000E+00   0.1019   0.0155   8.729E-16   7.83978690E-02   2.72459274E-03
    1152          1152     0.5194   1.000E+00   0.1019   0.0155   9.886E-16   7.83982065E-02   2.72462558E-03
    1153          1153     0.5191   1.000E+00   0.1019   0.0155   8.510E-16   7.83985440E-02   2.72465842E-03
    1154          1154     0.5180   1.000E+00   0.1019   0.0155   8.360E-16   7.83988815E-02   2.72469126E-03
    1155          1155     0.5192   1.000E+00   0.1019   0.0155   8.721E-16   7.83992189E-02   2.72472409E-03
    1156          1156     0.5194   1.000E+00   0.1019   0.0155   9.151E-16   7.83995563E-02   2.72475692E-03
    1157          1157     0.5216   1.000E+00   0.1019   0.0155   9.312E-16   7.83998938E-02   2.72478976E-03
    1158          1158     0.5204   1.000E+00   0.1020   0.0154   1.221E-15   7.84002313E-02   2.72482259E-03
    1159          1159     0.5235   1.000E+00   0.1020   0.0154   1.051E-15   7.84005687E-02   2.72485543E-03
    1160          1160     0.5179   1.000E+00   0.1020   0.0155   9.153E-16   7.84009063E-02   2.72488827E-03
    1161          1161     0.5255   1.000E+00   0.1019   0.0155   8.397E-16   7.84012439E-02   2.72492112E-03
    1162          1162     0.5197   1.000E+00   0.1019   0.0155   8.524E-16   7.84015816E-02   2.72495397E-03
    1163          1163     0.5186   1.000E+00   0.1019   0.0155   7.606E-16   7.84019194E-02   2.72498683E-03
    1164          1164     0.5208   1.000E+00   0.1019   0.0155   7.622E-16   7.84022571E-02   2.72501968E-03
    1165          1165     0.5219   1.000E+00   0.1019   0.0155   9.509E-16   7.84025949E-02   2.72505254E-03
    1166          1166     0.5186   1.000E+00   0.1019   0.0155   8.596E-16   7.84029326E-02   2.72508539E-03
    1167          1167     0.5238   1.000E+00   0.1019   0.0155   9.307E-16   7.84032702E-02   2.72511825E-03
    1168          1168     0.5250   1.000E+00   0.1019   0.0155   8.179E-16   7.84036079E-02   2.72515110E-03
    1169          1169     0.5217   1.000E+00   0.1019   0.0155   8.364E-16   7.84039456E-02   2.72518395E-03
    1170          1170     0.5339   1.000E+00   0.1019   0.0155   9.067E-16   7.84042834E-02   2.72521681E-03
    1171          1171     0.5162   1.000E+00   0.1019   0.0155   9.276E-16   7.84046211E-02   2.72524967E-03
    1172          1172     0.5202   1.000E+00   0.1019   0.0155   9.671E-16   7.84049589E-02   2.72528253E-03
    1173          1173     0.5266   1.000E+00   0.1019   0.0155   8.084E-16   7.84052969E-02   2.72531539E-03
