    ITER          TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE
     757           757     0.0057   1.000E+00   0.1011   0.0039   8.220E-16   7.82914137E-02   2.70071867E-03
     758           758     0.0057   1.000E+00   0.1011   0.0039   8.414E-16   7.82916990E-02   2.70074139E-03
     759           759     0.0057   1.000E+00   0.1011   0.0039   8.787E-16   7.82919842E-02   2.70076410E-03
     760           760     0.0057   1.000E+00   0.1010   0.0039   9.650E-16   7.82922694E-02   2.70078682E-03
     761           761     0.0057   1.000E+00   0.1010   0.0039   8.511E-16   7.82925546E-02   2.70080954E-03
     762           762     0.0058   1.000E+00   0.1010   0.0039   8.195E-16   7.82928397E-02   2.70083226E-03
     763           763     0.0057   1.000E+00   0.1010   0.0039   1.008E-15   7.82931247E-02   2.70085498E-03
     764           764     0.0058   1.000E+00   0.1010   0.0039   9.174E-16   7.82934098E-02   2.70087770E-03
     765           765     0.0057   1.000E+00   0.1010   0.0039   7.540E-16   7.82936947E-02   2.70090043E-03
     766           766     0.0057   1.000E+00   0.1009   0.0039   8.709E-16   7.82939796E-02   2.70092315E-03
     767           767     0.0058   1.000E+00   0.1009   0.0039   9.587E-16   7.82942645E-02   2.70094587E-03
     768           768     0.0057   1.000E+00   0.1009   0.0039   7.654E-16   7.82945493E-02   2.70096860E-03
     769           769     0.0058   1.000E+00   0.1009   0.0039   8.915E-16   7.82948341E-02   2.70099132E-03
     770           770     0.0058   1.000E+00   0.1009   0.0039   9.067E-16   7.82951188E-02   2.70101405E-03
     771           771     0.0058   1.000E+00   0.1009   0.0039   9.125E-16   7.82954035E-02   2.70103677E-03
     772           772     0.0057   1.000E+00   0.1008   0.0039   8.810E-16   7.82956881E-02   2.70105950E-03
     773           773     0.0057   1.000E+00   0.1008   0.0039   1.015E-15   7.82959727E-02   2.70108223E-03
     774           774     0.0057   1.000E+00   0.1009   0.0039   8.296E-16   7.82962573E-02   2.70110495E-03
     775           775     0.0057   1.000E+00   0.1009   0.0039   9.633E-16   7.82965418E-02   2.70112768E-03
     776           776     0.0058   1.000E+00   0.1009   0.0039   8.189E-16   7.82968262E-02   2.70115041E-03
     777           777     0.0057   1.000E+00   0.1009   0.0039   9.209E-16   7.82971106E-02   2.70117314E-03
     778           778     0.0058   1.000E+00   0.1009   0.0039   8.072E-16   7.82973950E-02   2.70119587E-03
     779           779     0.0057   1.000E+00   0.1009   0.0039   9.106E-16   7.82976793E-02   2.70121860E-03
     780           780     0.0058   1.000E+00   0.1009   0.0039   8.772E-16   7.82979636E-02   2.70124133E-03
     781           781     0.0057   1.000E+00   0.1010   0.0039   8.461E-16   7.82982478E-02   2.70126407E-03
     782           782     0.0057   1.000E+00   0.1010   0.0039   7.874E-16   7.82985319E-02   2.70128680E-03
     783           783     0.0058   1.000E+00   0.1011   0.0039   9.987E-16   7.82988161E-02   2.70130954E-03
     784           784     0.0057   1.000E+00   0.1011   0.0039   9.048E-16   7.82991002E-02   2.70133228E-03
     785           785     0.0057   1.000E+00   0.1011   0.0039   8.603E-16   7.82993842E-02   2.70135502E-03
     786           786     0.0057   1.000E+00   0.1011   0.0039   8.308E-16   7.82996682E-02   2.70137777E-03
     787           787     0.0057   1.000E+00   0.1011   0.0039   8.685E-16   7.82999521E-02   2.70140052E-03
     788           788     0.0058   1.000E+00   0.1011   0.0039   8.875E-16   7.83002360E-02   2.70142327E-03
     789           789     0.0057   1.000E+00   0.1011   0.0039   8.474E-16   7.83005199E-02   2.70144602E-03
     790           790     0.0057   1.000E+00   0.1011   0.0039   8.269E-16   7.83008037E-02   2.70146878E-03
     791           791     0.0057   1.000E+00   0.1011   0.0039   7.986E-16   7.83010875E-02   2.70149154E-03
     792           792     0.0057   1.000E+00   0.1011   0.0039   9.880E-16   7.83013712E-02   2.70151431E-03
     793           793     0.0057   1.000E+00   0.1011   0.0039   8.989E-16   7.83016549E-02   2.70153708E-03
     794           794     0.0057   1.000E+00   0.1011   0.0039   7.962E-16   7.83019385E-02   2.70155985E-03
     795           795     0.0058   1.000E+00   0.1011   0.0039   8.863E-16   7.83022221E-02   2.70158263E-03
     796           796     0.0059   1.000E+00   0.1011   0.0039   9.427E-16   7.83025056E-02   2.70160541E-03
     797           797     0.0058   1.000E+00   0.1012   0.0039   8.211E-16   7.83027891E-02   2.70162819E-03
     798           798     0.0058   1.000E+00   0.1012   0.0039   8.110E-16   7.83030726E-02   2.70165098E-03
     799           799     0.0057   1.000E+00   0.1012   0.0039   7.817E-16   7.83033560E-02   2.70167378E-03
     800           800     0.0057   1.000E+00   0.1012   0.0039   8.798E-16   7.83036394E-02   2.70169657E-03
     801           801     0.0057   1.000E+00   0.1012   0.0039   7.593E-16   7.83039227E-02   2.70171937E-03
     802           802     0.0057   1.000E+00   0.1013   0.0039   8.408E-16   7.83042060E-02   2.70174218E-03
     803           803     0.0058   1.000E+00   0.1013   0.0039   9.538E-16   7.83044892E-02   2.70176498E-03
     804           804     0.0057   1.000E+00   0.1013   0.0039   9.112E-16   7.83047724E-02   2.70178779E-03
     805           805     0.0057   1.000E+00   0.1013   0.0039   8.958E-16   7.83050555E-02   2.70181061E-03
     806           806     0.0057   1.000E+00   0.1013   0.0039   7.844E-16   7.83053386E-02   2.70183342E-03
     807           807     0.0058   1.000E+00   0.1013   0.0039   8.605E-16   7.83056217E-02   2.70185624E-03
     808           808     0.0057   1.000E+00   0.1013   0.0039   1.100E-15   7.83059047E-02   2.70187907E-03
     809           809     0.0057   1.000E+00   0.1013   0.0039   8.207E-16   7.83061877E-02   2.70190189E-03
     810           810     0.0057   1.000E+00   0.1013   0.0039   8.786E-16   7.83064706E-02   2.70192472E-03
     811           811     0.0058   1.000E+00   0.1013   0.0039   9.382E-16   7.83067535E-02   2.70194755E-03
     812           812     0.0057   1.000E+00   0.1013   0.0039   9.876E-16   7.83070363E-02   2.70197038E-03
     813           813     0.0057   1.000E+00   0.1013   0.0039   8.935E-16   7.83073191E-02   2.70199322E-03
     814           814     0.0057   1.000E+00   0.1013   0.0039   8.479E-16   7.83076019E-02   2.70201605E-03
     815           815     0.0058   1.000E+00   0.1013   0.0039   9.522E-16   7.83078846E-02   2.70203889E-03
     816           816     0.0057   1.000E+00   0.1013   0.0039   8.868E-16   7.83081673E-02   2.70206173E-03
     817           817     0.0058   1.000E+00   0.1013   0.0039   9.733E-16   7.83084499E-02   2.70208458E-03
     818           818     0.0057   1.000E+00   0.1013   0.0039   9.425E-16   7.83087325E-02   2.70210742E-03
     819           819     0.0057   1.000E+00   0.1013   0.0039   9.465E-16   7.83090150E-02   2.70213027E-03
     820           820     0.0057   1.000E+00   0.1013   0.0039   1.006E-15   7.83092975E-02   2.70215311E-03
     821           821     0.0057   1.000E+00   0.1013   0.0039   8.709E-16   7.83095799E-02   2.70217596E-03
     822           822     0.0058   1.000E+00   0.1012   0.0039   8.371E-16   7.83098623E-02   2.70219881E-03
     823           823     0.0057   1.000E+00   0.1012   0.0039   9.539E-16   7.83101447E-02   2.70222166E-03
     824           824     0.0057   1.000E+00   0.1012   0.0039   9.816E-16   7.83104270E-02   2.70224451E-03
     825           825     0.0057   1.000E+00   0.1012   0.0039   8.616E-16   7.83107093E-02   2.70226737E-03
     826           826     0.0057   1.000E+00   0.1012   0.0039   1.051E-15   7.83109915E-02   2.70229022E-03
     827           827     0.0057   1.000E+00   0.1012   0.0039   9.839E-16   7.83112737E-02   2.70231308E-03
     828           828     0.0057   1.000E+00   0.1012   0.0039   8.684E-16   7.83115559E-02   2.70233593E-03
     829           829     0.0057   1.000E+00   0.1012   0.0039   8.782E-16   7.83118380E-02   2.70235879E-03
     830           830     0.0057   1.000E+00   0.1012   0.0039   1.107E-15   7.83121201E-02   2.70238165E-03
     831           831     0.0057   1.000E+00   0.1012   0.0039   9.208E-16   7.83124021E-02   2.70240451E-03
     832           832     0.0057   1.000E+00   0.1012   0.0039   8.451E-16   7.83126841E-02   2.70242737E-03
     833           833     0.0058   1.000E+00   0.1012   0.0039   8.933E-16   7.83129660E-02   2.70245023E-03
     834           834     0.0057   1.000E+00   0.1012   0.0039   7.817E-16   7.83132479E-02   2.70247309E-03
     835           835     0.0057   1.000E+00   0.1011   0.0039   8.654E-16   7.83135297E-02   2.70249595E-03
     836           836     0.0057   1.000E+00   0.1011   0.0039   8.081E-16   7.83138116E-02   2.70251882E-03
     837           837     0.0057   1.000E+00   0.1012   0.0039   1.011E-15   7.83140933E-02   2.70254168E-03
     838           838     0.0057   1.000E+00   0.1012   0.0039   8.498E-16   7.83143751E-02   2.70256455E-03
     839           839     0.0058   1.000E+00   0.1012   0.0039   9.342E-16   7.83146567E-02   2.70258741E-03
     840           840     0.0058   1.000E+00   0.1012   0.0039   9.352E-16   7.83149384E-02   2.70261028E-03
     841           841     0.0058   1.000E+00   0.1012   0.0039   9.442E-16   7.83152200E-02   2.70263315E-03
     842           842     0.0058   1.000E+00   0.1011   0.0039   9.522E-16   7.83155015E-02   2.70265602E-03
     843           843     0.0057   1.000E+00   0.1011   0.0039   9.171E-16   7.83157831E-02   2.70267889E-03
     844           844     0.0058   1.000E+00   0.1011   0.0039   9.133E-16   7.83160645E-02   2.70270176E-03
     845           845     0.0058   1.000E+00   0.1011   0.0039   8.092E-16   7.83163460E-02   2.70272464E-03
     846           846     0.0058   1.000E+00   0.1011   0.0039   9.063E-16   7.83166274E-02   2.70274751E-03
     847           847     0.0058   1.000E+00   0.1011   0.0039   8.691E-16   7.83169087E-02   2.70277039E-03
     848           848     0.0058   1.000E+00   0.1011   0.0039   8.931E-16   7.83171900E-02   2.70279326E-03
     849           849     0.0058   1.000E+00   0.1011   0.0039   1.022E-15   7.83174713E-02   2.70281614E-03
     850           850     0.0057   1.000E+00   0.1011   0.0039   9.104E-16   7.83177525E-02   2.70283902E-03
     851           851     0.0057   1.000E+00   0.1010   0.0039   8.449E-16   7.83180337E-02   2.70286190E-03
     852           852     0.0058   1.000E+00   0.1010   0.0039   9.134E-16   7.83183149E-02   2.70288478E-03
     853           853     0.0057   1.000E+00   0.1010   0.0039   9.833E-16   7.83185960E-02   2.70290767E-03
     854           854     0.0058   1.000E+00   0.1010   0.0039   9.079E-16   7.83188770E-02   2.70293056E-03
     855           855     0.0057   1.000E+00   0.1010   0.0039   8.417E-16   7.83191581E-02   2.70295344E-03
     856           856     0.0058   1.000E+00   0.1010   0.0039   8.257E-16   7.83194390E-02   2.70297633E-03
     857           857     0.0057   1.000E+00   0.1010   0.0039   1.025E-15   7.83197200E-02   2.70299922E-03
     858           858     0.0057   1.000E+00   0.1010   0.0039   8.635E-16   7.83200009E-02   2.70302212E-03
     859           859     0.0058   1.000E+00   0.1010   0.0039   8.765E-16   7.83202817E-02   2.70304501E-03
     860           860     0.0058   1.000E+00   0.1010   0.0039   8.244E-16   7.83205626E-02   2.70306791E-03
     861           861     0.0057   1.000E+00   0.1010   0.0039   8.192E-16   7.83208433E-02   2.70309081E-03
     862           862     0.0058   1.000E+00   0.1010   0.0039   8.884E-16   7.83211241E-02   2.70311372E-03
     863           863     0.0058   1.000E+00   0.1010   0.0039   8.761E-16   7.83214048E-02   2.70313662E-03
     864           864     0.0057   1.000E+00   0.1010   0.0039   8.567E-16   7.83216854E-02   2.70315953E-03
     865           865     0.0057   1.000E+00   0.1010   0.0039   8.539E-16   7.83219660E-02   2.70318244E-03
     866           866     0.0057   1.000E+00   0.1010   0.0039   8.670E-16   7.83222466E-02   2.70320535E-03
     867           867     0.0058   1.000E+00   0.1010   0.0039   9.424E-16   7.83225272E-02   2.70322827E-03
     868           868     0.0057   1.000E+00   0.1010   0.0039   7.741E-16   7.83228076E-02   2.70325119E-03
     869           869     0.0058   1.000E+00   0.1010   0.0038   8.639E-16   7.83230881E-02   2.70327411E-03
     870           870     0.0058   1.000E+00   0.1010   0.0038   8.952E-16   7.83233685E-02   2.70329703E-03
     871           871     0.0057   1.000E+00   0.1011   0.0038   8.354E-16   7.83236489E-02   2.70331996E-03
     872           872     0.0057   1.000E+00   0.1011   0.0038   8.728E-16   7.83239292E-02   2.70334288E-03
     873           873     0.0057   1.000E+00   0.1011   0.0038   8.994E-16   7.83242095E-02   2.70336582E-03
     874           874     0.0057   1.000E+00   0.1011   0.0038   1.010E-15   7.83244898E-02   2.70338875E-03
     875           875     0.0058   1.000E+00   0.1011   0.0038   8.344E-16   7.83247700E-02   2.70341169E-03
     876           876     0.0057   1.000E+00   0.1011   0.0038   9.144E-16   7.83250502E-02   2.70343462E-03
     877           877     0.0058   1.000E+00   0.1011   0.0038   8.392E-16   7.83253303E-02   2.70345756E-03
     878           878     0.0058   1.000E+00   0.1011   0.0038   9.286E-16   7.83256104E-02   2.70348051E-03
     879           879     0.0058   1.000E+00   0.1011   0.0038   8.205E-16   7.83258904E-02   2.70350345E-03
     880           880     0.0057   1.000E+00   0.1011   0.0038   8.036E-16   7.83261705E-02   2.70352640E-03
     881           881     0.0058   1.000E+00   0.1012   0.0038   9.390E-16   7.83264504E-02   2.70354935E-03
     882           882     0.0057   1.000E+00   0.1012   0.0038   8.671E-16   7.83267304E-02   2.70357229E-03
     883           883     0.0057   1.000E+00   0.1012   0.0038   9.837E-16   7.83270103E-02   2.70359525E-03
     884           884     0.0057   1.000E+00   0.1012   0.0038   8.062E-16   7.83272901E-02   2.70361820E-03
     885           885     0.0058   1.000E+00   0.1012   0.0038   8.927E-16   7.83275699E-02   2.70364115E-03
     886           886     0.0059   1.000E+00   0.1012   0.0038   8.786E-16   7.83278497E-02   2.70366411E-03
     887           887     0.0057   1.000E+00   0.1012   0.0038   1.029E-15   7.83281294E-02   2.70368706E-03
     888           888     0.0057   1.000E+00   0.1012   0.0038   8.161E-16   7.83284091E-02   2.70371002E-03
     889           889     0.0057   1.000E+00   0.1012   0.0038   7.618E-16   7.83286888E-02   2.70373298E-03
     890           890     0.0057   1.000E+00   0.1011   0.0038   8.949E-16   7.83289684E-02   2.70375594E-03
     891           891     0.0057   1.000E+00   0.1012   0.0038   8.692E-16   7.83292480E-02   2.70377890E-03
     892           892     0.0057   1.000E+00   0.1012   0.0038   1.089E-15   7.83295276E-02   2.70380186E-03
     893           893     0.0058   1.000E+00   0.1012   0.0038   9.149E-16   7.83298071E-02   2.70382482E-03
     894           894     0.0058   1.000E+00   0.1012   0.0038   8.630E-16   7.83300865E-02   2.70384778E-03
     895           895     0.0057   1.000E+00   0.1012   0.0038   9.271E-16   7.83303659E-02   2.70387074E-03
     896           896     0.0057   1.000E+00   0.1012   0.0038   9.432E-16   7.83306453E-02   2.70389371E-03
     897           897     0.0058   1.000E+00   0.1012   0.0038   9.753E-16   7.83309247E-02   2.70391667E-03
     898           898     0.0057   1.000E+00   0.1012   0.0038   8.328E-16   7.83312040E-02   2.70393963E-03
     899           899     0.0057   1.000E+00   0.1011   0.0038   9.819E-16   7.83314833E-02   2.70396260E-03
     900           900     0.0058   1.000E+00   0.1011   0.0038   9.351E-16   7.83317625E-02   2.70398557E-03
     901           901     0.0058   1.000E+00   0.1011   0.0038   7.622E-16   7.83320417E-02   2.70400853E-03
     902           902     0.0057   1.000E+00   0.1011   0.0038   8.926E-16   7.83323208E-02   2.70403150E-03
     903           903     0.0057   1.000E+00   0.1011   0.0038   7.858E-16   7.83325999E-02   2.70405447E-03
     904           904     0.0057   1.000E+00   0.1011   0.0038   8.332E-16   7.83328790E-02   2.70407745E-03
     905           905     0.0057   1.000E+00   0.1011   0.0038   8.611E-16   7.83331581E-02   2.70410042E-03
     906           906     0.0057   1.000E+00   0.1010   0.0038   8.596E-16   7.83334371E-02   2.70412339E-03
     907           907     0.0057   1.000E+00   0.1010   0.0038   8.622E-16   7.83337160E-02   2.70414637E-03
     908           908     0.0057   1.000E+00   0.1010   0.0038   8.785E-16   7.83339949E-02   2.70416935E-03
     909           909     0.0058   1.000E+00   0.1010   0.0038   8.613E-16   7.83342738E-02   2.70419233E-03
     910           910     0.0057   1.000E+00   0.1009   0.0038   9.010E-16   7.83345527E-02   2.70421531E-03
     911           911     0.0057   1.000E+00   0.1009   0.0038   9.280E-16   7.83348315E-02   2.70423830E-03
     912           912     0.0057   1.000E+00   0.1009   0.0038   1.114E-15   7.83351102E-02   2.70426129E-03
     913           913     0.0057   1.000E+00   0.1009   0.0038   8.352E-16   7.83353890E-02   2.70428428E-03
     914           914     0.0057   1.000E+00   0.1009   0.0038   7.269E-16   7.83356677E-02   2.70430727E-03
     915           915     0.0057   1.000E+00   0.1009   0.0038   8.375E-16   7.83359463E-02   2.70433027E-03
     916           916     0.0057   1.000E+00   0.1009   0.0038   8.597E-16   7.83362249E-02   2.70435327E-03
     917           917     0.0057   1.000E+00   0.1009   0.0038   9.648E-16   7.83365035E-02   2.70437627E-03
     918           918     0.0058   1.000E+00   0.1009   0.0038   8.651E-16   7.83367821E-02   2.70439927E-03
     919           919     0.0057   1.000E+00   0.1009   0.0038   9.959E-16   7.83370606E-02   2.70442228E-03
     920           920     0.0057   1.000E+00   0.1009   0.0038   9.986E-16   7.83373390E-02   2.70444529E-03
     921           921     0.0058   1.000E+00   0.1008   0.0038   8.719E-16   7.83376175E-02   2.70446830E-03
     922           922     0.0058   1.000E+00   0.1008   0.0038   8.732E-16   7.83378958E-02   2.70449132E-03
     923           923     0.0057   1.000E+00   0.1008   0.0038   9.060E-16   7.83381742E-02   2.70451434E-03
     924           924     0.0057   1.000E+00   0.1008   0.0038   9.303E-16   7.83384525E-02   2.70453736E-03
     925           925     0.0058   1.000E+00   0.1009   0.0038   8.652E-16   7.83387308E-02   2.70456039E-03
     926           926     0.0057   1.000E+00   0.1009   0.0038   8.977E-16   7.83390090E-02   2.70458342E-03
     927           927     0.0057   1.000E+00   0.1009   0.0038   8.816E-16   7.83392872E-02   2.70460645E-03
     928           928     0.0057   1.000E+00   0.1009   0.0038   8.991E-16   7.83395654E-02   2.70462948E-03
     929           929     0.0058   1.000E+00   0.1009   0.0038   8.047E-16   7.83398435E-02   2.70465252E-03
     930           930     0.0058   1.000E+00   0.1009   0.0038   9.922E-16   7.83401216E-02   2.70467556E-03
     931           931     0.0057   1.000E+00   0.1009   0.0038   8.521E-16   7.83403997E-02   2.70469860E-03
     932           932     0.0058   1.000E+00   0.1009   0.0038   8.489E-16   7.83406777E-02   2.70472164E-03
     933           933     0.0058   1.000E+00   0.1009   0.0038   1.046E-15   7.83409556E-02   2.70474469E-03
     934           934     0.0057   1.000E+00   0.1009   0.0038   8.021E-16   7.83412336E-02   2.70476773E-03
     935           935     0.0058   1.000E+00   0.1009   0.0038   7.830E-16   7.83415115E-02   2.70479078E-03
     936           936     0.0057   1.000E+00   0.1009   0.0038   9.611E-16   7.83417894E-02   2.70481383E-03
     937           937     0.0058   1.000E+00   0.1009   0.0038   9.025E-16   7.83420672E-02   2.70483689E-03
     938           938     0.0057   1.000E+00   0.1009   0.0038   7.875E-16   7.83423450E-02   2.70485994E-03
     939           939     0.0057   1.000E+00   0.1009   0.0038   9.033E-16   7.83426227E-02   2.70488300E-03
     940           940     0.0057   1.000E+00   0.1009   0.0038   8.276E-16   7.83429004E-02   2.70490605E-03
     941           941     0.0058   1.000E+00   0.1009   0.0038   8.859E-16   7.83431781E-02   2.70492911E-03
     942           942     0.0057   1.000E+00   0.1009   0.0038   8.992E-16   7.83434558E-02   2.70495217E-03
     943           943     0.0057   1.000E+00   0.1009   0.0038   9.770E-16   7.83437334E-02   2.70497523E-03
     944           944     0.0057   1.000E+00   0.1010   0.0038   1.151E-15   7.83440109E-02   2.70499829E-03
     945           945     0.0057   1.000E+00   0.1010   0.0038   8.945E-16   7.83442885E-02   2.70502136E-03
     946           946     0.0057   1.000E+00   0.1010   0.0038   8.466E-16   7.83445660E-02   2.70504442E-03
     947           947     0.0057   1.000E+00   0.1010   0.0038   9.689E-16   7.83448434E-02   2.70506748E-03
     948           948     0.0058   1.000E+00   0.1010   0.0038   9.741E-16   7.83451208E-02   2.70509055E-03
     949           949     0.0057   1.000E+00   0.1010   0.0038   7.986E-16   7.83453982E-02   2.70511361E-03
     950           950     0.0057   1.000E+00   0.1010   0.0038   7.179E-16   7.83456756E-02   2.70513668E-03
     951           951     0.0057   1.000E+00   0.1010   0.0038   1.018E-15   7.83459529E-02   2.70515974E-03
     952           952     0.0057   1.000E+00   0.1010   0.0038   8.137E-16   7.83462302E-02   2.70518281E-03
     953           953     0.0057   1.000E+00   0.1010   0.0038   9.367E-16   7.83465074E-02   2.70520587E-03
     954           954     0.0057   1.000E+00   0.1010   0.0038   8.611E-16   7.83467846E-02   2.70522894E-03
     955           955     0.0058   1.000E+00   0.1011   0.0038   8.348E-16   7.83470618E-02   2.70525200E-03
     956           956     0.0057   1.000E+00   0.1011   0.0038   1.024E-15   7.83473389E-02   2.70527507E-03
     957           957     0.0057   1.000E+00   0.1011   0.0038   9.144E-16   7.83476160E-02   2.70529813E-03
     958           958     0.0057   1.000E+00   0.1011   0.0038   8.694E-16   7.83478930E-02   2.70532120E-03
     959           959     0.0057   1.000E+00   0.1011   0.0038   1.013E-15   7.83481701E-02   2.70534426E-03
     960           960     0.0058   1.000E+00   0.1011   0.0038   1.033E-15   7.83484471E-02   2.70536732E-03
     961           961     0.0057   1.000E+00   0.1010   0.0038   8.482E-16   7.83487240E-02   2.70539039E-03
     962           962     0.0057   1.000E+00   0.1010   0.0038   1.017E-15   7.83490009E-02   2.70541345E-03
     963           963     0.0058   1.000E+00   0.1010   0.0038   1.020E-15   7.83492778E-02   2.70543652E-03
     964           964     0.0057   1.000E+00   0.1011   0.0038   8.393E-16   7.83495546E-02   2.70545958E-03
     965           965     0.0057   1.000E+00   0.1011   0.0038   9.086E-16   7.83498314E-02   2.70548264E-03
     966           966     0.0057   1.000E+00   0.1011   0.0038   1.095E-15   7.83501082E-02   2.70550570E-03
     967           967     0.0058   1.000E+00   0.1011   0.0038   7.956E-16   7.83503849E-02   2.70552876E-03
     968           968     0.0057   1.000E+00   0.1011   0.0038   8.598E-16   7.83506616E-02   2.70555182E-03
     969           969     0.0058   1.000E+00   0.1011   0.0038   9.189E-16   7.83509383E-02   2.70557489E-03
     970           970     0.0057   1.000E+00   0.1011   0.0038   7.781E-16   7.83512149E-02   2.70559795E-03
     971           971     0.0057   1.000E+00   0.1011   0.0038   8.172E-16   7.83514915E-02   2.70562101E-03
     972           972     0.0057   1.000E+00   0.1010   0.0038   8.687E-16   7.83517680E-02   2.70564406E-03
     973           973     0.0058   1.000E+00   0.1010   0.0038   9.060E-16   7.83520446E-02   2.70566712E-03
     974           974     0.0057   1.000E+00   0.1010   0.0038   8.556E-16   7.83523210E-02   2.70569018E-03
     975           975     0.0057   1.000E+00   0.1010   0.0038   8.678E-16   7.83525975E-02   2.70571324E-03
     976           976     0.0057   1.000E+00   0.1010   0.0038   8.699E-16   7.83528739E-02   2.70573630E-03
     977           977     0.0058   1.000E+00   0.1010   0.0038   9.249E-16   7.83531503E-02   2.70575936E-03
     978           978     0.0057   1.000E+00   0.1010   0.0038   8.466E-16   7.83534266E-02   2.70578242E-03
     979           979     0.0057   1.000E+00   0.1010   0.0038   9.149E-16   7.83537029E-02   2.70580548E-03
     980           980     0.0058   1.000E+00   0.1010   0.0038   8.595E-16   7.83539792E-02   2.70582854E-03
     981           981     0.0058   1.000E+00   0.1010   0.0038   8.499E-16   7.83542554E-02   2.70585161E-03
     982           982     0.0058   1.000E+00   0.1010   0.0038   9.296E-16   7.83545316E-02   2.70587467E-03
     983           983     0.0057   1.000E+00   0.1010   0.0038   7.984E-16   7.83548077E-02   2.70589774E-03
     984           984     0.0057   1.000E+00   0.1011   0.0038   9.043E-16   7.83550839E-02   2.70592080E-03
     985           985     0.0058   1.000E+00   0.1011   0.0038   8.613E-16   7.83553600E-02   2.70594387E-03
     986           986     0.0058   1.000E+00   0.1011   0.0038   9.207E-16   7.83556360E-02   2.70596694E-03
     987           987     0.0057   1.000E+00   0.1011   0.0038   7.617E-16   7.83559120E-02   2.70599001E-03
     988           988     0.0057   1.000E+00   0.1011   0.0038   9.418E-16   7.83561880E-02   2.70601309E-03
     989           989     0.0058   1.000E+00   0.1011   0.0038   7.788E-16   7.83564640E-02   2.70603617E-03
     990           990     0.0058   1.000E+00   0.1011   0.0038   9.059E-16   7.83567399E-02   2.70605925E-03
     991           991     0.0057   1.000E+00   0.1011   0.0038   9.590E-16   7.83570157E-02   2.70608233E-03
     992           992     0.0058   1.000E+00   0.1012   0.0038   7.826E-16   7.83572916E-02   2.70610542E-03
     993           993     0.0057   1.000E+00   0.1012   0.0038   8.565E-16   7.83575674E-02   2.70612851E-03
     994           994     0.0057   1.000E+00   0.1012   0.0038   8.490E-16   7.83578432E-02   2.70615160E-03
     995           995     0.0057   1.000E+00   0.1012   0.0038   9.693E-16   7.83581189E-02   2.70617470E-03
     996           996     0.0058   1.000E+00   0.1012   0.0038   8.171E-16   7.83583946E-02   2.70619780E-03
     997           997     0.0057   1.000E+00   0.1012   0.0038   9.831E-16   7.83586703E-02   2.70622090E-03
     998           998     0.0057   1.000E+00   0.1012   0.0038   8.492E-16   7.83589459E-02   2.70624401E-03
     999           999     0.0058   1.000E+00   0.1011   0.0038   8.556E-16   7.83592215E-02   2.70626712E-03
    1000          1000     0.0058   1.000E+00   0.1011   0.0038   8.618E-16   7.83594970E-02   2.70629024E-03
    1001          1001     0.0057   1.000E+00   0.1011   0.0038   9.798E-16   7.83597726E-02   2.70631336E-03
    1002          1002     0.0057   1.000E+00   0.1011   0.0038   8.506E-16   7.83600481E-02   2.70633648E-03
    1003          1003     0.0058   1.000E+00   0.1011   0.0038   8.393E-16   7.83603235E-02   2.70635961E-03
    1004          1004     0.0057   1.000E+00   0.1010   0.0038   8.733E-16   7.83605989E-02   2.70638274E-03
    1005          1005     0.0057   1.000E+00   0.1010   0.0038   8.078E-16   7.83608743E-02   2.70640587E-03
    1006          1006     0.0057   1.000E+00   0.1011   0.0038   7.685E-16   7.83611497E-02   2.70642901E-03
    1007          1007     0.0057   1.000E+00   0.1011   0.0038   8.906E-16   7.83614250E-02   2.70645215E-03
    1008          1008     0.0058   1.000E+00   0.1011   0.0038   1.077E-15   7.83617003E-02   2.70647529E-03
    1009          1009     0.0057   1.000E+00   0.1011   0.0038   9.316E-16   7.83619755E-02   2.70649844E-03
    1010          1010     0.0057   1.000E+00   0.1011   0.0038   8.145E-16   7.83622507E-02   2.70652158E-03
    1011          1011     0.0057   1.000E+00   0.1011   0.0038   9.330E-16   7.83625259E-02   2.70654473E-03
    1012          1012     0.0057   1.000E+00   0.1011   0.0038   8.271E-16   7.83628011E-02   2.70656789E-03
    1013          1013     0.0057   1.000E+00   0.1011   0.0038   9.211E-16   7.83630762E-02   2.70659104E-03
    1014          1014     0.0057   1.000E+00   0.1011   0.0038   8.783E-16   7.83633512E-02   2.70661420E-03
    1015          1015     0.0058   1.000E+00   0.1010   0.0038   7.763E-16   7.83636263E-02   2.70663735E-03
    1016          1016     0.0057   1.000E+00   0.1010   0.0038   8.998E-16   7.83639013E-02   2.70666051E-03
    1017          1017     0.0057   1.000E+00   0.1010   0.0038   8.988E-16   7.83641763E-02   2.70668367E-03
    1018          1018     0.0058   1.000E+00   0.1010   0.0038   9.027E-16   7.83644512E-02   2.70670683E-03
    1019          1019     0.0057   1.000E+00   0.1010   0.0038   8.824E-16   7.83647261E-02   2.70672999E-03
    1020          1020     0.0057   1.000E+00   0.1010   0.0038   8.599E-16   7.83650010E-02   2.70675315E-03
    1021          1021     0.0058   1.000E+00   0.1010   0.0038   9.273E-16   7.83652758E-02   2.70677631E-03
    1022          1022     0.0058   1.000E+00   0.1010   0.0038   9.055E-16   7.83655506E-02   2.70679947E-03
    1023          1023     0.0057   1.000E+00   0.1010   0.0038   8.360E-16   7.83658254E-02   2.70682263E-03
